number of workers affected,type of workers,workers affected working sector,text,primary_country,date_posted,format,url,NER_extracted_geolocation
             1              ,      Child     ,      Housing       ,Due to rains (01 July – 27 July) following were reported:- - 01x child died due to house collapse.,Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
              15            ,       N/A      ,  N/A   ,"Due to heavy rains, (11th – 15th July), 02x houses partially damaged.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
              11            ,       N/A      ,  N/A   ,"Due to heavy rains, (11th – 15th July), 02x houses partially damaged.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
             1              ,     General    ,  N/A   ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 4 , Construction workers , Housing ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           1           ,       N/A      ,       N/A      ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           1           ,    Construction laborer  ,   Construction    ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
           1           ,    Construction laborer  ,   Construction    ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 5 , Female , N/A ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 1 , Child , N/A ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 1 (female)                 , Not applicable , Not applicable ,01x female and 02x children injured due to roof collapase.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
            28x            ,     Livestock  ,    Agriculture    ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 2 (children)               , Not applicable , Not applicable ,01x female and 02x children injured due to roof collapase.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 1            , child           , unspecified ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 3                          , Not applicable , Not applicable ,01x female and 02x children injured due to roof collapase.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
             4              ,     Not given   , Not given      ,02x males and 02x females injured due to roof collapse.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 1 (female) , Not specified , Not specified ,01x male and 01x female injured due to partial house damaged.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 1 (male) , Not specified , Not specified ,01x male and 01x female injured due to partial house damaged.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 2 , Not specified , Not specified ,01x male and 01x female injured due to partial house damaged.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 2            , female          , unspecified ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 6            , unspecified     , unspecified ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 1     , Child           , N/A    ,"01x child died, 01x House PD due to heavy rains.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 2                          , Children       , N/A    ,"01x female, 02x children injured, 03x Houses partially damaged due to heavy rains.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 1                          , Female         , N/A    ,"01x female, 02x children injured, 03x Houses partially damaged due to heavy rains.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 3            , child           , unspecified ,"• 01x child died, 02x females and 03x children injured.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 1 , Child , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 2 , Female , - ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 8 , Housing construction workers , Construction ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 3 , Female , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
02,Residential,Housing,"On 25th July, due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 1 , Male , - ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 3 , - , - ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 2 , Female , House ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 2 , Male , House ,"Due to heavy rain, 02x houses partially damaged resulting into 01x male, 02x females injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
              12            ,     Males      ,     Unknown    ,"Due to heavy rain, 01x building fully damaged, resulting into death of 02x males & 12x males injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 7 , Male , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
              2             ,     Males      ,     Unknown    ,"Due to heavy rain, 01x building fully damaged, resulting into death of 02x males & 12x males injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 01 , N/A , N/A ,"On 24th July, due to heavy rains, 01x house partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
              14            ,     Males      ,     Unknown    ,"Due to heavy rain, 01x building fully damaged, resulting into death of 02x males & 12x males injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 11 , N/A , N/A ,"Due to heavy rain, 08x houses partially damaged resulting into 07x males, 03x females and 01x child injured.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 06 , N/A , N/A ,"Resultantly, 06 houses got partially damaged.",Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
 1 , N/A , N/A ,"1 x Death, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , Injured , N/A ,"2 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
              2             ,       N/A      ,         N/A         ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , N/A , Housing ,"2 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , Not specified , Not specified ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Injured , Not specified ,"1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , N/A , N/A ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Death , N/A ,"1 x Death, 1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Injured , N/A ,"1 x Death, 1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , N/A , N/A ,"1 x Death, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
             1              ,     Deceased     ,        N/A         ,"1 x Death, 2 x Injured, 5 x FD Houses, 17 x PD Houses and 14 x Cattle Lost due to heavy rain induced flash flood.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
