Number of Buildings Mentioned,What Happened,Type of Building,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 02     , Washed away            , Foot bridges          ,02x foot bridges washed away.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Partially Damaged , Cattle Farm ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 3 , Partially Damaged , Household ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2 , Fully Damaged , Household ,"Due to rains, on 27th July 2022, 2x houses fully, 3x houses & 1x cattle farm partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Partially damaged , Household residence ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                   , Partially Damaged , Household,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 25 , Partially Damaged , Household/Residence ,25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2 , Partially damaged , Household residence ,District Swat.02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
          2          ,   Partially    ,   Household   ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 01                 , Partially Damaged      ," Household, Residence","On 26th July 2022, 01x house partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
       3        ,  Partially    ,   Household   ,03x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2                   , Partially damaged              , Household        ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
               1             ,            Damaged             ,              Bridge            ,"On 27th July 2022, 01x bridge damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
   1    , RCC Bridge             , Washed away ,01x RCC bridge washed away.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
        1          ,      Fully      , Household/Residence    ,"On 27th July 2022, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
  2  ,  Partially Damaged  ,  Household/Residence  ,"Due to heavy rains, 02x females injured and 02x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         5           ,        Fully Damaged   ,   Household      ,"Due to heavy rain, 05x houses fully damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Dead , Not mentioned ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         1           ,     Damaged   ,    Household     ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         12          ,     Damaged   ,     Residence    ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         1           ,       -       ,         -        ,"Due to heavy rain, 01 male dead and 12x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         1        ,  Partially Damaged  ,   Household/Residence   ,"Due to heavy rains, 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 16 , Partially Damaged , Household/Residence ,"On 29th July 2022, due to heavy rain 16x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
  2  ,  N/A  ,  Female injury  ,"Due to heavy rains, 02x females injured and 02x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         1           ,           Partially damaged    ,      Household   ,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 7 , Partially  Damaged , Household/Residence ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
         1           ,               N/A              ,      Other       ,"Due to heavy rains, 01x child injured and 01x house partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
      13x       ,   Partially Damaged    ,    Household/Residence    ,"Due to heavy rain, 13x houses were partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 1 , Completely destroyed , Not mentioned ,"Due to heavy rain, 01x male dead, 07x houses partially damaged.",Pakistan,2022-07-31 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-047-1300-hrs-29-july-2022-1300-hrs-30-july-2022,
 5 , Damaged , Provincial Highways ,5x provincial highways and 50x district highways damaged (Details to follow).,Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 50 , Damaged , District Highways ,5x provincial highways and 50x district highways damaged (Details to follow).,Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 181                 , Damaged       , Not Mentioned     ,181x schools damaged.,Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 1 , Collapsed (resulted in death) , Household ,Due to rains (01 July – 27 July) following were reported:- - 01x child died due to house collapse.,Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
         1         ,       Partially       ,     Household    ,"Due to heavy rain, 01x house partially damaged.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
 02                 , Partially Damaged   , Household        ,"Due to heavy rains, (11th – 15th July), 02x houses partially damaged.",Pakistan,2022-07-29 00:25:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-044-1300-hrs-27th-july-2022-1300-hrs-28th-july-2022,
         02         ,  Partially     ,     Household    ,"Due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
         5           ,"          1 destroyed, 4 partially damaged          ",     Household     ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
         1           ,          fully damaged         ,     Residence     ,"Due to heavy rain/landslide, 04x houses partially, 01x house fully damaged resulting into 01x male’s death.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 04                  , damage   , Household       ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 128 , Fully Damaged , Household ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 01                 , Damaged   , Household     ,"01x House FD, 01x House PD due to heavy rain.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 01                 , Destroyed , Residence     ,"01x House FD, 01x House PD due to heavy rain.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 5 , Damaged , Household ,05x Houses PD due to flash flood.,Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 28 , Affected , Residence ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
 98 , Partially Damaged , Household ,"98x houses partially damaged and 128x houses fully damaged, while 28x livestock affected.",Pakistan,2022-07-27 01:00:44+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-041-1300-hrs-24-july-2022-1300-hrs-25-july-2022,
         03          ,        Fully          ,    Houses       ,"11x houses partially, 03x fully damaged and 02x schools partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
         11          ,       Partially       ,    Houses       ,"11x houses partially, 03x fully damaged and 02x schools partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 1 , Partially Damaged , House ,"Due to torrential rain, 01x house partially damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
 1 , Damaged , Household/Residence ,"Due to heavy rain, 01x house damaged.",Pakistan,2022-07-27 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-043-1300-hrs-26th-july-2022-1300-hrs-27th-july-2022,
