Number of People Mentioned,What Happened,Age,Gender,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 1                , Death             , N/A , N/A    ,"1 x Death, 1 x Injured, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , PD House due to heavy rains , Unknown , Unknown ,"1 x Death, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Death , Unknown , Unknown ,"1 x Death, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , PD Houses , Not specified , Not specified ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 2 , Injured , Not specified , Not specified ,"2 x Injured, 2 x PD Houses due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1                , PD House     , NA  , NA     ,"2 x Deaths, 1 x PD House due to heavy rains.",Pakistan,2022-07-26 00:04:20+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-040-1300-hrs-23-july-2022-1300-hrs-24-july-2022,
 1 , Injured , 16 , Female ,Kaneez Bibi w/o Allah Dita got injured 16.,Pakistan,2022-07-24 03:42:27+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-23-july-2022-evening,
 2 , Dead , Unknown , Unknown ,Resultantly 2 person drown in the river.,Pakistan,2022-07-23 06:51:23+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-22-july-2022-morning,
 1                         , Dead          , NA  , NA     ,Rescue 1122 recovered 1 body and a search operation for another body is in process.,Pakistan,2022-07-23 06:51:23+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-22-july-2022-morning,
 1                         , Missing       , NA  , NA     ,Rescue 1122 recovered 1 body and a search operation for another body is in process.,Pakistan,2022-07-23 06:51:23+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-22-july-2022-morning,
 03                     , Injured , NA  , NA     ,"Resultantly, 03 persons got injured.",Pakistan,2022-07-23 06:42:07+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-22-july-2022-evening,
 3 , Injured due to gusty winds , Not specified , Not specified ,3 x Injured due to gusty winds.,Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
1,Injured,Not mentioned,Not mentioned,"1 x Injured, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
1,House Partially Damaged,Not mentioned,Not mentioned,"1 x Injured, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
             3             ,    Injured    ,  1  , Female ,"01x house partially damaged resulting into 01x female, 02x children injured.",Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
             2             ,    Injured    ,  0-18  , Children ,"01x house partially damaged resulting into 01x female, 02x children injured.",Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 2                , Died          , 1   , 1M     ,01x male and 01x child died.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
        2         , drowned in flood  ,   unknown      ,    2x children   ,02x children drowned in flood water.,Pakistan,2022-07-19 00:15:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-034-1300-hrs-17-july-2022-1300-hrs-18-july-2022,
        127                ,     Damaged    , N/A ,  N/A   ,Rains cause 127 x Houses damaged and 4 x Deaths.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
         4                 ,     Dead       , N/A ,  N/A   ,Rains cause 127 x Houses damaged and 4 x Deaths.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 4 , Injured , N/A , N/A ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1 , Damaged house , N/A , N/A ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1 , House damaged , - , - ,"Due to rains, 1 x House damaged, 1 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1 , Injured , - , - ,"Due to rains, 1 x House damaged, 1 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1                          	, Injured               , Unknown                 , Unknown              ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 4                           	, Injured               , Unknown                 , Unknown              ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1                           , House Damage         , Unknown                 , Unknown              ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 2 , Injured , N/A , N/A ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 3 , Injured , N/A , N/A ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
             5             ,     Injured    , NA  ,   NA   ,"Due to rains, 1 x House damaged, 5 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1 , Injured , N/A , N/A ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 4                     , Injured       , N/A , N/A    ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1                     , House damaged , N/A , N/A    ,"Due to rains, 1 x House damaged, 4 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
             1             ,   House Damaged  , NA  ,   NA   ,"Due to rains, 1 x House damaged, 5 x Injured.",Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
5,Dead,,,• 5 x sheep died.,Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 3 , Injured , Children , Not specified ,• 3 x children injured.,Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1           , Died          , Not given , Female   ,• 1 x male and 1 x female died due to electrocution.,Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1           , Died          , Not given , Male     ,• 1 x male and 1 x female died due to electrocution.,Pakistan,2022-07-18 01:07:51+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-032-1300-hrs-15-july-2022-1300-hrs-16-july-2022,
 1 , Partially Damaged , Unspecified , Unspecified ,"01x child died, 03x females injured and 01x house partially damaged.",Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
        4        ,"             1 Dead, 3 Injured ", N/A , 4 Males,01x male died and 03x male injured due to a windstorm.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 1 , Died , Child , Unspecified ,"01x child died, 03x females injured and 01x house partially damaged.",Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 3 , Injured , Unspecified , Female ,"01x child died, 03x females injured and 01x house partially damaged.",Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 2 , Died due to drowning , Not mentioned , Male ,2x Males died due to drowning (Details to follow).,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 3           , Died    , <18 , Mixed  ,3x children died due to drowning in rain water.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 03                  , Injured                     , N/A  , N/A        ,03x people injured.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 2                         , Missing                               , NA  , NA     ,02x children missing.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 1                , Injured, N/A ,  Male  ,1x male injured.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 1 , Injured , Unknown , Female ,1x female injured due to wall collapse during rain.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 1                        , Injured               , Child        , Not specified ,2x females and 1x child injured due to roof collapse.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
 2                        , Injured               , Not specified , Female ,2x females and 1x child injured due to roof collapse.,Pakistan,2022-07-15 00:05:21+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-030-1300-hrs-13-july-2022-1300-hrs-14-july-2022,
       1       ,  Dead  ,  N/A, Female ,"01x female died and 01x male injured due to veranda collapse, partially damaging 01x house in the incident.",Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
 1 , Injured , - , - ,"01x female and 2x children died due to roof collapse, partially damaging 01x house in the incident.",Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
       1      ,   House Damaged  ,  N/A  ,   N/A  ,District Tank • 01x male died and 01x house damaged as a result of roof collapse.,Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
       1      ,       Died       ,  N/A  ,  Male  ,District Tank • 01x male died and 01x house damaged as a result of roof collapse.,Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
       1       , Injured,  N/A,  Male  ,"01x female died and 01x male injured due to veranda collapse, partially damaging 01x house in the incident.",Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
 1 , Damaged , - , - ,"01x female and 2x children died due to roof collapse, partially damaging 01x house in the incident.",Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
 2 , Dead , Children , Female ,"01x female and 2x children died due to roof collapse, partially damaging 01x house in the incident.",Pakistan,2022-07-13 04:00:17+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-028-1300-hrs-11-july-2022-1300-hrs-12-july-2022,
 1 , died due to falling down in the drain , child , unspecified ,01x child died due to falling down in the drain.,Pakistan,2022-07-12 00:08:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-027-1300-hrs-10-july-2022-1300-hrs-11july-2022,
 1 , Dead (electrocution) , Not mentioned , Not mentioned ,1x Person died due to electrocution.,Pakistan,2022-07-11 00:44:32+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-025-1300-hrs-08-july-2022-1300-hrs-09-july-2022,
