number of workers affected,type of workers,workers affected working sector,productive asset type,productive asset loss,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 0 , N/A , N/A , N/A , N/A ,"Resultantly, 06 houses got partially damaged.",Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
 06 , N/A , N/A , Housing , Partially damaged ,"Resultantly, 06 houses got partially damaged.",Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
----------------------------,----------------,--------,----------------------,--------------------------------,02 houses got fully damaged and 15 houses affected due to enterance of flood water.,Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
 0                          , N/A            , N/A    , Houses               ," 02 Fully Damaged, 15 Affected ",02 houses got fully damaged and 15 houses affected due to enterance of flood water.,Pakistan,2022-07-26 00:16:37+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-25-july-2022-morning,
---,---,---,---,---,05x houses partially damaged and 01x child injured.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 0 , N/A , N/A , Houses , 5 ,05x houses partially damaged and 01x child injured.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 1 , Child , N/A , N/A , N/A ,05x houses partially damaged and 01x child injured.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
----------------------------,----------------,--------,----------------------,---------------------------------,"01x house partially damaged resulting into 01x female, 02x children injured.",Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 0                          , N/A            , N/A    , House                , Partially Damaged               ,"01x house partially damaged resulting into 01x female, 02x children injured.",Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 1                          , Female         , N/A    , N/A                  , N/A                             ,"01x house partially damaged resulting into 01x female, 02x children injured.",Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 2                          , Children       , N/A    , N/A                  , N/A                             ,"01x house partially damaged resulting into 01x female, 02x children injured.",Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 ---------------------------,----------------,---------,----------------------,---------------------------------,01x house partially damaged.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
              0             ,     N/A        ,   N/A   ,          House       ,          Partially damaged      ,01x house partially damaged.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
----------------------------,----------------,----------------,----------------------,--------------------------------,01x house partially damaged.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 0                          , N/A            , N/A            , House                , Partially damaged              ,01x house partially damaged.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
,,,,,01x house partially damaged.,Pakistan,2022-07-22 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-038-1300-hrs-21-july-2022-1300-hrs-22-july-2022,
 --- , --- , --- , --- , --- ,"SOURCE Deputy Commissioner Office Swat DISTRICT Upper Dir DETAIL OF INCIDENT On 15-07-2022, due to heavy rain, a boundary wall of the house of Rahman s/o Bawar Khan r/o Wari collapsed.",Pakistan,2022-07-17 06:38:06+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-15-july-2022-evening,
 0 , N/A , N/A , House , Boundary wall collapsed ,"SOURCE Deputy Commissioner Office Swat DISTRICT Upper Dir DETAIL OF INCIDENT On 15-07-2022, due to heavy rain, a boundary wall of the house of Rahman s/o Bawar Khan r/o Wari collapsed.",Pakistan,2022-07-17 06:38:06+00:00,Situation Report,https://reliefweb.int/report/pakistan/provincial-disaster-management-authority-pdma-khyber-pakhtunkhwa-daily-situation-report-15-july-2022-evening,
 --------------------------, ----------------, -------, ---------------------, --------------,20x houses partially damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 0                          , NA              , NA     , Houses                , Partially Damaged (20x) ,20x houses partially damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
----------------------------,----------------,----------------,-----------------------,--------------------------------,15x houses partially and 01x house completely damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
              0             ,                ,                ,                       ,                                ,15x houses partially and 01x house completely damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
              15            ,     Workers    ,     Housing    ,        None           ,             Partial Damage      ,15x houses partially and 01x house completely damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
              1             ,     Workers    ,     Housing    ,        None           ,             Complete Damage     ,15x houses partially and 01x house completely damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 --- , --- , --- , --- , --- ,01x house partially damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 0 , n/a , n/a , House , Partial damage (not specified) ,01x house partially damaged.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
------------------,----------------,--------,----------------------,--------------------------------,02x males died due to electrocution and 03x males died due to lightning strike.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 05               , Males           , Unknown, Unknown              , Unknown                        ,02x males died due to electrocution and 03x males died due to lightning strike.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
,,,,,02x males died due to electrocution and 03x males died due to lightning strike.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
------------------,----------------,--------,-----------------------,--------------------------------,01x male died and 03x male injured due to a windstorm.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
         4        ,       Male     ,    -    ,           -           ,               -                ,01x male died and 03x male injured due to a windstorm.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
         -        ,        -       , Windstorm ,          -           ,               -                ,01x male died and 03x male injured due to a windstorm.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
         -        ,        -       ,    -    ,           -           ,               -                ,01x male died and 03x male injured due to a windstorm.,Pakistan,2022-07-18 00:55:19+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-031-1300-hrs-14-july-2022-1300-hrs-15-july-2022,
 -------------------------- , ---------------- , ----------------- , ----------------------- , ---------------- ,Rains cause 127 x Houses damaged and 4 x Deaths.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 0                          , N/A              , N/A               , N/A                         , N/A                    ,Rains cause 127 x Houses damaged and 4 x Deaths.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 127                          , N/A              , Housing          , N/A                         , N/A                    ,Rains cause 127 x Houses damaged and 4 x Deaths.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 4                            , N/A              , N/A               , N/A                         , N/A                    ,Rains cause 127 x Houses damaged and 4 x Deaths.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 --------------------------,----------------, --------------,----------------------,--------------------------------,25 x Kacha Houses partially damaged and 30 x Goats killed.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 0                         , N/A            , N/A                              , Kacha Houses             , Partially damaged (25)         ,25 x Kacha Houses partially damaged and 30 x Goats killed.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 0                         , N/A            , Agriculture                      , Goats                    , Killed (30)            ,25 x Kacha Houses partially damaged and 30 x Goats killed.,Pakistan,2022-07-18 01:10:03+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-033-1300-hrs-16-july-2022-1300-hrs-17-july-2022,
 --- , --- , --- , --- , --- ,"2 x House FD, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 0 , N/A , N/A , House ," 2 x FD, 1 x PD ","2 x House FD, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 --- , --- , --- , --- , --- ,"1 x Injured, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 0 , N/A , N/A , N/A , N/A ,"1 x Injured, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
 1 , Injured , N/A , N/A , N/A ,"1 x Injured, 1 x House PD due to heavy rains.",Pakistan,2022-07-23 00:00:00+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-039-1300-hrs-22-july-2022-1300-hrs-23-july-2022,
