Number of Buildings Mentioned,What Happened,Type of Building,housing sector losses reported,text,primary_country,date_posted,format,url,NER_extracted_geolocation
 84                 , Partially damaged    , Household        , Not reported                  ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 1                  , Destroyed            , Household        , Not reported                  ,"On 24th July 2022, due to heavy rains, 84x houses partially damaged resulting into 01x child’s death and 05x females injured.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
---------------------,------------------------------------------,------------------,--------------------------------,"Due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
          2          ,                 Partially damaged         ,     Household    ,               N/A              ,"Due to heavy rains, 02x houses partially damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 :---: , :---: , :---: , :---: ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 26 , Partially Damaged , Household , N/A ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A , Destroyed , Residence , N/A ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A , N/A , N/A , 47 Cattle Perished ,"Due to rainfall (13 July – 25 July), 26x houses partially damaged and 47x cattle perished.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 :------------------------: , :--------------------------: , :----------------: , :-------------------: ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
             4              ,           Fully damaged          ,     Household     ,                       ,"Due to heavy rains, following were reported • On 24th July, 04x houses fully damaged.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 --------- , ------ , ---- , ------ ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 02        , damaged," Household,residence ", N/A    ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A       , destroyed , N/A , N/A ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A       , N/A , N/A , 15 roads damaged ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A       , N/A , N/A , N/A ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 N/A       , N/A , N/A , housing sector losses - N/A ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
 01        , destroyed , N/A , N/A ,"02x houses, 15x roads damaged and 01x person died due to electrocution.",Pakistan,2022-07-27 01:09:40+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-042-1300-hrs-25-july-2022-1300-hrs-26-july-2022,
-----------,--------,------,----------------------,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 2         , Partial, House, N/A                  ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------,---------------,---------------,-----------------------------,03x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 03         , Partial       , Household     , -                           ,03x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
---------------------,--------,---------------,-----------------------,"On 26th July 2022, 01x house partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
          1          ,Partial ,    Household ,            N/A        ,"On 26th July 2022, 01x house partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
,,,,"On 26th July 2022, 01x house partially damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------------------,----------------,---------------,--------------------------------,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
              2               ,   Partially    ,   Household   ,                N/A             ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
------------------------------,-----------------------------------------,------------------,--------------------------------,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
              2               ,                Partially damaged         ,     Household    ,               N/A              ,02x houses partially damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 :----------------- , :------------ , :------------, :-----------------------------,25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 26                 , Partial/Full  , Household    , Not specified                  ,25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
,,,,25x houses partially damaged and 01x house fully damaged.,Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 ------------------- , --------------------------- , ------------- , ------------------------------ ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1                   , Partially damaged            , Household     , Not reported                   ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                   , Destroyed                    , Residence     , Not reported                   ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0                   , Not damaged/destroyed        , Not reported  , Not reported                   ,"Due to heavy rain, 01x house partially damaged and 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 :-----------------: , :--------------: , :--------------: ,  :--------------------------: ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
         03          ,    Partially Damaged    ,     Household     ,                 -                 ,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
   Gender  , Injuries ,,,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 :--------: , :----------: ,,,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
    Male    ,        4         ,,,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
  Female  ,        1         ,,,"Due to heavy rain, 03x houses were partially damaged resulting into 04x males & 01x female injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 --- , --- , --- , --- ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Partially damaged , Household , Not mentioned  ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 1 , Destroyed , Residence , Not mentioned ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 0 ,  , - , Not mentioned ,"Due to heavy rain, 01x partially house damaged 01x male and 01x female dead & 01x child injured.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
-----------,--------,------,-----------------------,"Due to rains, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
     1     ,   Full damage  , Household , Not reported   ,"Due to rains, 01x house fully damaged.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
---------------------------,--------,------------------------,-------------------------------------,"Due to rains, (22nd - 26th July, 2022) 3x houses partially damaged and 4x males, 4x females & 6x Children displaced Prov/ State Gilgit Baltistan Daily Incidents District Ghanche.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
 3 , Partially Damaged , Household , Not Reported ,"Due to rains, (22nd - 26th July, 2022) 3x houses partially damaged and 4x males, 4x females & 6x Children displaced Prov/ State Gilgit Baltistan Daily Incidents District Ghanche.",Pakistan,2022-08-01 02:34:35+00:00,Situation Report,https://reliefweb.int/report/pakistan/ndma-monsoon-2022-daily-situation-report-no-045-1300-hrs-28th-july-2022-1300-hrs-29th-july-2022,
